Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
1.382,0.092,241.85,5.6,0,1,19,6,10,20
2.648,0.092,238.33,11.0,0,1,0,3,2,1
0.312,0.252,241.95,1.6,0,2,1,17,6,3
2.866,0.198,244.74,11.6,0,0,18,7,2,18
0.292,0.062,243.28,1.2,0,0,0,23,12,0
0.136,0.0,244.2,0.6,0,0,1,7,9,1
0.468,0.29,241.71,2.2,0,1,0,30,4,1
0.322,0.232,240.56,1.6,0,1,1,26,6,2
0.304,0.0,234.61,1.2,0,0,0,27,4,0
0.222,0.076,238.39,1.0,0,0,1,30,7,1
1.434,0.11,243.11,5.8,0,0,18,15,3,18
1.444,0.074,243.39,5.8,0,0,19,22,10,19
5.124,0.158,243.9,21.0,40,0,19,15,12,59
0.304,0.212,242.72,1.4,0,1,1,30,7,2
0.26,0.056,243.74,1.2,0,0,0,5,12,0
0.392,0.25,243.72,1.8,0,1,0,20,12,1
1.98,0.246,240.47,8.2,0,0,18,20,1,18
1.63,0.152,242.83,6.6,0,1,18,24,12,19
4.178,0.2,237.06,17.6,0,38,18,15,12,56
0.346,0.11,241.27,1.6,0,0,0,8,6,0
0.248,0.0,239.68,1.0,0,0,0,27,4,0
1.434,0.0,245.03,5.8,1,0,19,5,3,20
0.33,0.094,239.37,1.4,0,1,1,25,4,2
0.534,0.332,239.72,2.6,0,2,1,24,5,3
0.256,0.094,237.44,1.2,0,0,0,10,5,0
1.842,0.244,241.28,7.8,0,1,18,10,4,19
1.754,0.34,233.86,7.6,1,1,17,27,5,19
0.31,0.18,243.58,1.4,0,2,0,18,9,2
0.458,0.0,244.59,2.2,0,0,0,12,1,0
0.252,0.128,241.64,1.2,0,2,0,28,6,2
2.822,0.06,238.02,11.8,0,0,17,20,9,17
2.242,0.074,237.07,9.4,0,0,18,6,10,18
2.178,0.094,240.49,9.0,2,1,18,14,11,21
2.466,0.318,242.15,10.2,0,0,0,28,10,0
1.298,0.0,236.57,5.4,0,0,1,22,10,1
1.384,0.08,241.5,5.6,0,0,18,16,3,18
0.436,0.204,243.16,2.0,0,0,1,30,1,1
0.882,0.096,242.04,4.2,0,2,4,18,7,6
2.554,0.0,237.04,10.8,37,0,1,30,5,38
1.352,0.068,244.56,5.6,0,0,19,1,2,19
1.512,0.208,239.86,6.4,0,0,1,17,4,1
0.444,0.238,246.14,2.0,0,0,0,11,3,0
0.394,0.35,237.87,2.2,0,2,1,16,8,3
0.218,0.0,235.61,1.0,0,0,0,26,5,0
0.728,0.07,241.64,3.0,0,0,1,4,10,1
0.358,0.08,232.61,1.6,0,1,0,17,7,1
1.39,0.0,244.59,5.6,0,0,19,9,1,19
0.48,0.262,236.11,2.2,0,1,0,19,5,1
0.206,0.132,240.58,1.0,0,0,0,17,8,0
0.956,0.136,246.35,3.8,0,0,0,11,3,0
1.444,0.09,243.26,6.0,1,0,1,16,6,2
1.758,0.056,238.43,7.4,0,0,18,11,1,18
0.156,0.0,241.47,0.6,0,0,1,29,7,1
0.822,0.098,241.33,3.4,0,0,1,19,9,1
0.144,0.0,237.44,0.6,0,0,0,1,8,0
1.43,0.178,237.01,6.0,0,0,17,4,3,17
1.086,0.0,241.88,4.8,0,0,0,5,3,0
3.356,0.11,238.29,14.0,0,0,17,9,1,17
0.274,0.0,240.99,1.2,0,0,1,29,5,1
2.438,0.228,234.83,10.8,0,27,0,30,5,27
1.458,0.054,229.85,6.2,0,0,17,27,5,17
0.374,0.24,242.5,2.0,0,0,1,12,9,1
3.818,0.24,239.99,16.0,0,39,18,11,2,57
1.446,0.106,242.3,6.0,0,0,18,19,2,18
3.8,0.318,238.69,16.0,37,2,18,17,6,57
0.356,0.116,242.15,1.4,0,0,1,1,5,1
0.3,0.254,242.19,1.6,0,1,1,23,7,2
1.53,0.064,237.27,6.4,0,0,18,29,8,18
2.162,0.342,246.25,8.8,1,2,19,24,1,22
0.246,0.052,242.94,1.0,0,0,0,18,10,0
0.25,0.0,245.93,1.0,0,0,0,9,12,0
1.938,0.308,245.45,8.0,0,1,18,20,11,19
1.724,0.194,238.75,7.2,0,1,19,19,3,20
0.254,0.106,238.27,1.2,0,0,0,30,7,0
0.282,0.054,242.99,1.2,0,0,0,28,10,0
0.26,0.08,241.24,1.2,0,0,0,12,7,0
0.488,0.176,245.45,2.0,0,0,0,2,1,0
1.442,0.098,239.5,6.0,0,1,18,30,6,19
0.218,0.064,239.7,1.0,0,1,1,22,9,2
0.29,0.092,239.86,1.2,2,0,1,11,9,3
0.394,0.12,241.38,1.8,0,2,0,2,10,2
0.95,0.206,240.12,4.0,0,0,10,19,10,10
0.32,0.11,242.35,1.4,0,0,0,1,11,0
0.274,0.0,243.42,1.2,0,0,0,21,2,0
1.4,0.22,242.4,5.8,0,0,19,26,6,19
0.904,0.31,244.71,3.8,0,1,11,13,4,12
1.324,0.086,238.62,5.4,0,0,18,16,6,18
1.516,0.142,234.09,6.4,0,0,0,7,5,0
1.34,0.092,241.03,5.6,0,0,18,30,8,18
1.71,0.048,243.12,7.0,0,0,19,19,11,19
0.336,0.126,242.79,1.4,0,0,1,26,10,1
0.136,0.0,240.54,0.6,0,0,1,6,8,1
2.656,0.0,231.78,11.6,0,0,17,7,5,17
0.508,0.286,239.19,2.4,0,1,1,22,2,2
0.176,0.0,243.92,0.8,0,0,0,13,6,0
0.306,0.31,243.98,1.8,0,1,0,19,8,1
0.272,0.11,241.4,1.2,0,0,1,19,8,1
1.382,0.086,238.04,5.8,0,1,18,5,5,19
3.452,0.0,239.08,14.4,0,36,17,24,8,53
0.342,0.246,242.79,1.6,0,0,0,27,6,0
0.27,0.092,241.13,1.2,0,1,0,26,8,1
0.226,0.112,243.73,1.0,0,0,1,1,10,1
0.226,0.116,240.64,1.0,0,1,1,4,7,2
1.686,0.07,240.04,7.0,0,1,18,16,4,19
1.506,0.086,243.56,6.2,0,0,18,20,4,18
0.31,0.094,243.35,1.2,0,0,0,2,4,0
1.234,0.054,240.89,5.0,0,0,0,2,2,0
0.364,0.138,246.59,1.6,0,0,1,26,12,1
2.0,0.084,235.91,8.6,0,1,0,8,2,1
2.09,0.164,235.37,8.8,0,0,0,10,3,0
1.416,0.054,239.84,5.8,0,0,19,8,10,19
1.342,0.08,237.48,5.6,0,0,18,17,2,18
0.22,0.0,242.64,1.0,0,0,0,7,2,0
1.362,0.0,236.86,5.6,0,0,17,6,3,17
0.292,0.0,242.98,1.2,0,0,1,3,12,1
0.324,0.216,242.35,1.6,0,2,0,17,6,2
0.526,0.08,246.71,2.4,0,0,0,30,11,0
0.362,0.198,241.13,1.6,0,2,0,4,4,2
1.406,0.254,242.06,5.8,0,0,18,12,7,18
0.312,0.234,241.34,1.6,1,1,0,13,6,2
0.324,0.216,236.86,1.6,0,0,0,15,7,0
0.262,0.0,247.21,1.0,0,0,1,4,2,1
0.34,0.048,242.15,1.4,0,0,0,4,12,0
0.414,0.23,244.09,1.8,0,2,0,2,2,2
0.902,0.134,238.56,4.0,0,0,0,6,1,0
1.31,0.0,239.5,5.4,0,0,19,2,3,19
3.442,0.118,240.33,14.2,0,0,18,14,11,18
1.362,0.084,239.29,5.6,0,0,17,5,3,17
1.496,0.178,238.55,6.2,2,0,17,26,9,19
0.226,0.0,243.44,1.0,0,0,0,21,2,0
2.034,0.222,239.01,8.6,0,0,0,15,8,0
0.754,0.048,244.24,3.0,0,0,0,12,2,0
1.92,0.046,241.29,7.8,1,0,18,12,2,19
0.152,0.12,239.71,0.8,0,0,1,15,8,1
0.262,0.134,241.97,1.2,0,0,0,17,4,0
0.614,0.346,233.35,3.0,0,1,0,13,5,1
0.332,0.092,245.94,1.4,0,0,1,4,11,1
5.98,0.426,233.29,25.6,0,36,17,26,9,53
1.774,0.066,238.19,7.4,0,0,18,12,3,18
1.396,0.292,238.82,5.8,0,0,18,4,7,18
2.06,0.114,244.34,8.4,0,0,19,15,2,19
2.596,0.288,237.05,11.0,0,0,0,27,11,0
0.606,0.152,243.4,2.6,1,0,0,9,3,1
0.612,0.136,241.21,3.0,0,2,0,22,11,2
0.39,0.2,241.01,1.8,0,2,0,18,2,2
3.666,0.214,237.81,15.4,0,39,18,31,8,57
0.208,0.0,240.91,0.8,0,0,0,7,3,0
1.318,0.0,241.06,5.4,0,0,18,16,3,18
0.344,0.09,244.14,1.4,0,1,1,24,10,2
0.372,0.18,240.06,1.6,0,0,1,9,6,1
1.394,0.062,246.64,5.6,0,0,19,6,1,19
0.34,0.19,238.29,1.6,0,0,0,4,9,0
0.28,0.0,242.64,1.4,0,0,1,8,9,1
0.302,0.124,249.51,1.2,0,0,0,23,12,0
1.116,0.228,243.46,4.6,1,1,0,21,1,2
2.074,0.062,238.02,8.6,0,0,17,15,3,17
1.412,0.098,243.76,5.8,0,0,19,17,3,19
1.93,0.16,238.94,8.0,0,4,18,10,2,22
1.872,0.376,237.38,8.0,0,1,0,17,2,1
2.244,0.22,237.2,9.4,0,0,0,24,1,0
0.298,0.102,240.03,1.2,0,0,0,29,10,0
0.696,0.292,240.01,3.0,0,1,1,3,10,2
0.484,0.052,244.86,2.0,0,0,0,13,4,0
1.418,0.0,245.45,5.8,0,0,0,25,1,0
0.336,0.106,241.64,1.4,0,1,1,3,8,2
0.91,0.088,237.88,4.0,0,0,0,26,4,0
0.114,0.0,241.38,0.6,0,0,0,8,9,0
0.328,0.108,243.43,1.4,0,0,0,25,11,0
0.226,0.0,242.62,1.0,0,0,0,5,3,0
2.86,0.0,238.42,12.8,0,0,1,6,5,1
1.304,0.06,244.74,5.2,2,0,0,9,1,2
0.416,0.218,242.86,2.0,0,1,0,12,3,1
0.23,0.0,243.21,1.0,0,0,0,27,3,0
5.04,0.406,237.75,21.2,44,6,17,1,3,67
1.03,0.136,242.23,4.4,0,0,12,29,6,12
0.138,0.0,242.42,0.6,0,0,1,5,8,1
0.422,0.246,246.08,2.0,0,0,1,12,1,1
1.31,0.206,241.64,5.4,0,0,0,2,10,0
1.328,0.198,232.11,5.8,0,1,17,27,4,18
0.218,0.0,247.82,0.8,0,0,0,4,2,0
0.328,0.126,247.41,1.4,0,0,0,25,11,0
1.386,0.182,239.6,5.8,0,2,19,12,6,21
0.406,0.08,233.48,1.8,0,2,0,17,5,2
0.306,0.094,241.05,1.4,0,0,0,14,2,0
0.36,0.216,242.65,1.8,0,0,1,31,5,1
0.186,0.152,241.01,1.0,0,0,0,19,8,0
1.338,0.242,237.1,5.6,0,1,18,10,7,19
1.472,0.074,239.1,6.0,0,0,17,7,10,17
1.352,0.0,239.05,5.6,0,0,17,20,11,17
1.608,0.0,235.09,6.8,0,1,17,15,8,18
3.204,0.194,239.14,13.4,38,2,1,31,8,41
0.476,0.356,241.01,2.4,0,2,1,3,7,3
0.206,0.0,249.79,0.8,0,0,0,20,12,0
1.722,0.44,239.67,7.4,0,1,9,1,7,10
0.308,0.106,240.58,1.4,0,0,0,27,10,0
4.222,0.326,235.93,18.2,0,35,17,28,6,52
1.056,0.246,239.99,4.4,0,1,12,18,8,13
4.756,0.054,238.6,19.8,38,0,0,14,3,38
0.274,0.048,234.73,1.2,0,0,0,30,4,0
0.208,0.0,242.8,0.8,0,0,0,25,10,0
1.45,0.064,229.77,6.4,0,0,16,17,5,16
0.662,0.082,239.88,2.8,0,2,0,22,11,2
2.778,0.216,243.35,11.4,39,0,0,19,4,39
0.44,0.084,239.33,1.8,0,1,1,28,5,2
1.446,0.178,241.7,6.0,0,1,18,12,4,19
0.258,0.0,246.01,1.0,0,0,1,22,10,1
1.664,0.058,244.14,6.8,0,0,18,31,1,18
1.32,0.0,239.94,5.4,0,0,18,15,2,18
0.372,0.0,242.54,1.6,0,0,0,9,7,0
0.586,0.054,239.58,2.4,0,0,1,16,7,1
0.326,0.196,243.17,1.6,0,0,1,24,9,1
0.176,0.15,239.89,0.8,0,0,1,5,8,1
1.428,0.052,239.49,6.0,0,0,19,30,4,19
0.408,0.2,241.51,1.8,0,1,0,18,10,1
1.758,0.098,240.8,7.2,0,0,19,25,3,19
0.572,0.354,241.75,2.6,0,2,1,19,7,3
1.056,0.074,237.19,4.4,0,0,1,24,1,1
1.362,0.054,241.77,5.6,0,0,18,10,1,18
1.436,0.122,239.76,6.0,0,0,19,24,9,19
1.51,0.09,240.62,6.2,0,0,18,1,11,18
1.394,0.062,241.87,5.6,0,2,18,8,2,20
0.322,0.114,242.69,1.4,0,0,0,31,3,0
0.326,0.094,240.7,1.4,0,0,0,27,10,0
0.408,0.098,240.56,1.8,0,0,1,11,6,1
3.658,0.084,236.62,15.4,0,0,18,22,2,18
2.064,0.0,238.6,8.6,0,0,18,21,2,18
0.442,0.258,245.48,2.0,0,1,1,29,1,2
0.328,0.24,241.06,1.6,0,1,1,12,8,2
0.172,0.12,239.62,0.8,0,1,0,18,6,1
3.738,0.0,234.41,15.8,0,0,17,3,4,17
4.278,0.156,236.53,18.0,38,1,17,17,3,56
0.218,0.054,244.87,1.0,0,0,0,30,11,0
0.244,0.106,241.0,1.0,0,2,1,24,7,3
0.284,0.0,244.09,1.2,0,0,0,17,6,0
1.604,0.306,240.82,6.8,1,0,18,28,3,19
1.618,0.214,247.71,6.6,0,0,19,6,4,19
2.374,0.0,246.6,10.6,0,0,19,29,12,19
0.956,0.156,242.55,4.0,0,0,12,6,10,12
1.07,0.558,241.97,5.0,0,1,12,14,9,13
0.316,0.054,241.33,1.2,0,2,1,5,10,3
1.428,0.146,244.23,5.8,0,0,19,17,3,19
0.722,0.082,238.81,3.0,0,0,1,7,10,1
0.534,0.186,243.31,2.2,0,0,0,7,3,0
1.358,0.0,236.49,5.6,1,0,17,5,5,18
0.914,0.102,246.23,4.0,0,0,0,26,12,0
1.618,0.284,240.79,6.8,0,0,18,10,3,18
1.33,0.0,242.03,5.4,0,0,19,7,4,19
1.206,0.0,242.52,5.6,0,0,0,20,2,0
0.282,0.068,239.85,1.2,0,0,1,17,6,1
0.222,0.11,238.37,1.0,0,0,0,29,8,0
2.12,0.08,242.27,8.8,0,0,0,6,4,0
1.99,0.14,241.72,8.2,0,0,19,11,5,19
0.876,0.0,242.21,3.8,0,0,0,10,12,0
3.012,0.2,238.63,12.6,39,0,1,2,5,40
2.842,0.248,239.01,11.8,0,1,18,3,12,19
2.28,0.33,242.03,9.4,0,1,0,4,1,1
1.318,0.05,236.9,5.4,0,0,17,15,11,17
0.218,0.132,240.38,1.0,0,0,0,18,4,0
3.962,0.25,238.23,16.6,38,0,18,22,11,56
0.158,0.0,243.22,0.6,0,0,1,5,8,1
0.302,0.084,244.16,1.2,0,0,1,27,10,1
1.28,0.0,240.56,5.2,0,0,18,17,12,18
3.806,0.19,238.57,16.0,0,1,18,5,12,19
0.16,0.0,237.04,0.6,0,0,0,4,5,0
0.808,0.0,243.64,3.4,0,0,1,29,11,1
3.406,0.052,234.6,14.4,36,0,17,14,10,53
2.044,0.182,240.88,8.4,0,0,19,14,4,19
0.242,0.0,242.17,1.2,0,0,0,26,1,0
0.402,0.122,243.87,1.8,0,0,0,8,3,0
1.622,0.0,236.41,6.8,0,0,17,27,9,17
1.31,0.056,241.63,5.4,0,0,18,26,12,18
0.222,0.0,246.6,1.0,0,0,0,24,1,0
0.36,0.194,244.81,1.6,0,0,0,6,1,0
1.202,0.0,241.24,5.0,0,0,1,2,11,1
0.188,0.104,236.65,0.8,0,2,0,22,6,2
0.728,0.086,239.3,3.0,0,0,0,22,12,0
4.756,0.054,242.09,19.6,39,1,19,24,1,59
1.394,0.0,246.87,5.6,0,0,20,28,12,20
0.58,0.36,242.67,2.8,0,1,1,22,5,2
0.68,0.122,237.08,2.8,0,0,1,16,9,1
3.632,0.176,237.15,15.8,1,15,17,22,2,33
3.6,0.102,238.5,15.2,0,0,18,13,2,18
0.284,0.098,244.51,1.2,0,0,0,20,12,0
0.384,0.098,244.91,1.6,0,0,0,6,2,0
2.864,0.13,242.31,12.6,19,1,19,5,7,39
1.294,0.076,241.5,5.4,0,0,19,5,9,19
0.33,0.176,243.88,1.6,0,1,1,28,8,2
0.602,0.366,242.51,2.8,0,1,0,11,11,1
1.814,0.114,238.6,7.6,0,0,18,8,1,18
1.424,0.0,240.76,6.0,0,0,18,2,9,18
0.88,0.08,249.69,3.4,0,0,0,23,12,0
0.272,0.0,247.39,1.0,0,0,1,31,1,1
0.474,0.162,238.84,2.2,0,0,0,16,9,0
0.242,0.126,239.69,1.0,0,0,1,4,8,1
2.0,0.0,241.77,8.2,0,0,0,12,3,0
1.746,0.252,236.81,7.6,1,0,18,23,6,19
0.31,0.06,239.72,1.2,0,0,1,28,4,1
0.358,0.09,243.54,1.4,0,0,0,25,2,0
0.08,0.0,239.39,0.2,0,0,1,25,8,1
0.29,0.238,243.54,1.4,0,1,0,25,7,1
1.662,0.122,237.76,7.2,0,0,0,16,1,0
0.15,0.0,239.07,0.6,0,0,1,21,7,1
1.44,0.06,239.55,6.0,0,0,18,29,5,18
0.358,0.114,243.78,1.4,0,0,1,12,4,1
0.232,0.06,243.67,1.0,0,0,1,15,9,1
0.3,0.078,238.48,1.2,0,0,0,15,6,0
1.64,0.128,240.36,6.8,0,0,18,13,6,18
2.604,0.138,238.93,11.4,0,29,1,2,9,30
0.518,0.344,243.1,2.6,1,2,1,19,8,4
0.28,0.222,242.18,1.4,0,1,1,14,8,2
0.822,0.206,242.1,3.4,0,0,0,15,7,0
0.508,0.072,240.6,2.2,0,0,0,12,7,0
0.136,0.0,239.86,0.6,0,0,0,22,6,0
1.464,0.194,236.71,6.2,0,2,18,22,2,20
4.604,0.096,234.57,19.6,37,1,17,7,2,55
0.342,0.122,243.66,1.4,0,0,0,24,4,0
0.266,0.104,239.4,1.2,0,0,1,11,7,1
0.426,0.108,243.43,1.8,0,1,1,21,5,2
1.9,0.228,238.51,8.4,0,1,18,11,7,19
0.142,0.0,239.0,0.6,0,0,1,5,8,1
0.432,0.0,241.56,1.8,1,0,0,28,1,1
0.2,0.104,242.81,0.8,0,0,0,12,7,0
0.404,0.106,243.54,1.8,0,1,0,12,6,1
1.968,0.116,237.05,8.4,0,0,17,12,3,17
0.334,0.252,235.97,1.8,0,2,1,2,8,3
1.446,0.0,239.17,6.0,0,0,18,5,2,18
0.284,0.19,235.59,1.4,0,0,0,26,4,0
1.216,0.154,242.23,5.0,0,0,12,4,6,12
2.828,0.066,230.83,12.2,0,0,17,18,10,17
0.3,0.106,237.84,1.4,0,0,1,23,7,1
1.968,0.0,243.01,8.4,0,0,19,23,10,19
1.754,0.182,241.2,7.2,0,0,18,30,4,18
0.336,0.0,245.09,1.4,0,0,0,20,3,0
2.142,0.144,237.88,9.0,0,0,0,21,12,0
0.25,0.254,240.36,1.4,0,0,0,14,8,0
1.734,0.088,239.91,7.2,0,0,18,27,4,18
2.294,0.302,238.75,10.2,14,0,0,20,10,14
1.182,0.316,244.04,5.0,0,0,1,29,12,1
0.876,0.08,239.87,3.8,0,1,1,19,11,2
3.972,0.0,240.18,16.4,0,37,0,16,10,37
0.39,0.0,238.78,1.8,0,0,0,7,10,0
0.26,0.124,243.28,1.2,0,0,0,21,6,0
0.332,0.08,238.0,1.4,0,0,0,29,5,0
0.08,0.0,239.81,0.2,0,0,1,27,8,1
0.354,0.142,246.4,1.6,0,0,1,1,11,1
1.616,0.34,243.96,6.6,0,1,19,24,11,20
0.948,0.118,245.09,3.8,0,0,1,24,8,1
0.204,0.0,242.9,0.8,0,0,0,4,11,0
0.39,0.198,242.45,1.8,0,0,1,11,12,1
0.3,0.0,239.33,1.4,0,0,0,13,11,0
0.58,0.13,237.41,2.6,0,0,0,11,7,0
0.436,0.096,245.36,1.8,0,0,0,21,1,0
0.312,0.0,248.13,1.2,0,0,0,21,10,0
0.194,0.0,239.58,1.0,0,0,0,1,9,0
0.394,0.214,243.23,1.8,0,2,1,1,10,3
0.276,0.0,242.3,1.2,0,0,1,22,4,1
0.72,0.382,240.36,3.4,0,3,1,22,8,4
0.366,0.09,240.91,1.6,1,0,0,5,11,1
0.23,0.0,243.54,1.0,0,0,1,24,5,1
1.208,0.0,239.08,5.0,0,0,18,12,8,18
0.286,0.236,243.54,1.4,0,1,1,9,8,2
2.636,0.284,248.35,10.6,0,0,0,29,12,0
0.694,0.09,242.68,2.8,0,0,0,6,12,0
0.412,0.128,242.14,1.8,1,1,0,7,5,2
0.588,0.112,237.66,2.4,0,1,0,6,2,1
0.348,0.13,239.52,1.6,0,0,1,29,9,1
0.404,0.0,246.64,1.8,0,0,0,10,1,0
0.334,0.238,240.76,1.6,0,2,1,1,8,3
0.312,0.116,244.36,1.4,0,0,0,27,10,0
2.408,0.06,245.31,9.8,0,0,18,15,2,18
0.28,0.23,241.9,1.4,0,1,0,6,8,1
0.324,0.24,241.81,1.6,0,0,1,14,5,1
2.462,0.168,238.72,10.2,2,1,19,10,10,22
0.202,0.0,246.0,0.8,0,0,0,24,12,0
1.31,0.112,240.65,5.4,0,1,19,19,9,20
1.342,0.06,235.64,5.6,0,1,18,24,10,19
0.272,0.0,241.46,1.2,0,0,0,4,11,0
0.566,0.068,238.07,2.4,0,1,1,5,10,2
0.11,0.0,242.64,0.6,0,0,0,11,9,0
0.298,0.212,237.23,1.6,0,0,0,6,8,0
0.284,0.09,242.56,1.2,0,1,0,5,6,1
0.294,0.0,243.58,1.4,0,0,0,14,11,0
1.394,0.084,241.92,5.6,0,0,17,16,3,17
0.318,0.11,242.38,1.4,0,0,1,10,12,1
0.138,0.0,234.09,0.6,0,1,0,11,8,1
1.932,0.262,240.58,8.0,0,0,29,4,6,29
0.36,0.158,238.0,1.8,0,0,0,24,2,0
0.648,0.0,238.86,2.8,0,0,0,15,10,0
1.242,0.0,238.11,5.2,0,0,0,5,11,0
2.354,0.0,239.25,9.8,0,0,0,31,3,0
0.224,0.0,246.22,0.8,0,0,0,6,2,0
1.4,0.0,234.9,6.0,1,0,0,14,1,1
4.944,0.118,237.97,20.8,38,0,18,12,2,56
1.532,0.08,238.91,6.4,0,1,18,31,7,19
2.348,0.198,237.53,9.8,0,0,0,4,3,0
1.048,0.116,235.94,4.4,0,0,0,3,2,0
1.71,0.0,244.77,7.0,0,0,0,30,3,0
1.4,0.074,241.09,5.8,0,0,18,26,11,18
0.31,0.308,240.23,1.8,0,1,0,19,8,1
1.362,0.0,242.22,5.6,0,0,18,27,11,18
1.548,0.082,240.48,6.4,0,0,18,1,4,18
0.35,0.116,243.08,1.6,0,0,0,8,3,0
0.332,0.086,243.6,1.4,0,1,0,24,11,1
0.222,0.11,240.72,1.0,0,0,0,13,8,0
0.462,0.058,240.87,2.0,0,0,0,24,12,0
0.52,0.088,241.02,2.2,0,0,1,19,7,1
4.896,0.256,235.75,20.8,38,15,17,6,12,70
0.198,0.136,241.72,1.0,0,0,0,19,8,0
0.36,0.13,247.7,1.4,0,0,1,4,11,1
0.304,0.208,240.39,1.4,0,1,1,20,7,2
0.358,0.074,244.0,1.6,0,0,1,12,10,1
1.268,0.0,238.49,5.2,0,0,18,31,3,18
0.282,0.0,245.11,1.2,0,0,1,16,1,1
0.38,0.0,241.2,1.8,0,0,1,7,9,1
0.208,0.0,245.14,1.0,0,0,1,8,7,1
0.158,0.0,241.9,0.6,0,0,0,10,8,0
2.044,0.08,243.48,8.4,0,0,19,14,4,19
2.414,0.194,238.0,10.0,0,1,0,22,2,1
1.18,0.138,247.0,5.0,0,0,0,2,12,0
0.216,0.0,241.02,1.0,0,0,0,13,2,0
1.648,0.208,237.25,7.0,0,2,17,26,6,19
0.35,0.082,241.81,1.4,0,0,1,11,5,1
0.4,0.244,251.46,1.8,0,0,0,21,12,0
0.832,0.212,242.25,3.6,0,0,1,4,7,1
0.498,0.248,242.33,2.4,0,1,1,29,6,2
0.594,0.102,244.81,2.4,0,0,0,17,6,0
1.128,0.0,240.23,4.6,0,0,0,29,1,0
0.322,0.136,244.1,1.4,0,0,0,21,1,0
0.288,0.048,240.95,1.4,0,0,0,23,10,0
2.52,0.0,237.43,10.6,0,0,0,1,1,0
2.186,0.2,241.22,9.0,0,1,18,21,1,19
1.038,0.386,241.76,4.6,0,1,12,9,7,13
1.716,0.0,246.67,6.8,1,0,0,28,12,1
1.67,0.126,240.08,7.0,0,0,0,4,7,0
0.258,0.0,246.29,1.0,0,0,1,6,5,1
3.57,0.132,238.15,15.0,0,37,17,25,3,54
0.33,0.106,242.85,1.4,0,0,0,24,5,0
0.38,0.136,243.77,1.8,0,2,1,15,7,3
1.434,0.06,239.4,6.0,1,3,19,17,8,23
1.328,0.0,238.16,5.8,3,0,18,5,8,21
3.66,0.0,237.62,15.4,0,0,18,9,4,18
1.488,0.12,242.39,6.0,0,0,19,20,5,19
0.86,0.124,241.6,3.6,0,0,0,6,11,0
0.252,0.114,239.84,1.2,0,0,1,27,5,1
0.44,0.246,242.28,2.0,0,0,0,17,3,0
0.326,0.122,242.44,1.4,0,2,0,9,12,2
1.258,0.0,239.37,5.2,0,0,1,2,10,1
2.192,0.054,237.58,9.2,1,0,17,15,1,18
0.32,0.202,238.61,1.6,0,1,0,30,7,1
0.854,0.1,247.62,3.4,0,0,0,7,1,0
1.602,0.052,244.65,7.2,0,0,0,26,12,0
0.224,0.072,240.29,1.0,0,1,0,5,9,1
1.396,0.052,241.23,5.8,0,0,18,28,1,18
1.622,0.07,233.18,6.8,0,0,16,31,5,16
0.172,0.074,235.08,0.8,0,1,0,24,9,1
1.77,0.132,241.11,7.4,0,0,0,21,2,0
2.078,0.064,237.39,8.8,0,0,0,12,12,0
1.41,0.136,242.21,5.8,0,0,18,14,9,18
0.646,0.094,238.73,2.6,0,0,1,6,4,1
2.782,0.0,238.53,11.6,0,1,18,21,12,19
0.55,0.084,245.88,2.2,0,0,0,14,2,0
1.366,0.1,236.72,5.8,0,0,18,7,6,18
0.456,0.25,237.13,2.2,0,0,1,11,7,1
0.22,0.052,243.66,1.0,0,0,0,17,11,0
1.41,0.152,240.1,5.8,0,2,18,25,3,20
1.54,0.068,243.98,6.4,0,0,18,29,3,18
1.88,0.184,235.07,8.0,0,1,17,25,9,18
0.262,0.0,244.25,1.0,0,0,1,17,3,1
1.074,0.0,240.85,4.4,1,0,0,9,12,1
0.33,0.132,248.91,1.4,0,0,0,27,3,0
0.398,0.348,240.94,2.2,0,1,1,7,9,2
0.21,0.1,239.14,1.0,0,0,1,3,8,1
1.536,0.0,242.8,6.4,0,1,18,11,12,19
0.25,0.0,241.76,1.0,0,0,0,6,3,0
0.33,0.094,236.95,1.4,0,1,1,8,5,2
0.406,0.144,242.3,1.8,0,0,1,27,4,1
0.328,0.06,246.55,1.4,0,1,0,10,12,1
1.548,0.102,238.81,6.6,0,0,18,28,6,18
2.088,0.0,241.71,8.6,0,0,19,27,11,19
3.048,0.204,230.92,13.2,0,0,17,4,8,17
2.092,0.218,240.57,8.8,0,2,18,17,6,20
1.474,0.23,239.58,6.2,0,2,18,6,7,20
0.208,0.116,241.98,1.0,0,2,1,25,9,3
2.22,0.0,240.05,9.2,1,0,18,19,11,19
1.938,0.23,239.14,8.0,1,0,17,3,1,18
0.516,0.234,241.69,2.4,0,2,0,7,6,2
0.298,0.15,239.98,1.4,0,1,0,6,6,1
0.994,0.374,241.67,4.4,0,1,1,30,4,2
1.278,0.202,234.31,5.4,0,0,17,5,8,17
1.484,0.068,244.31,6.0,0,0,18,5,1,18
0.282,0.082,244.26,1.2,0,2,0,8,9,2
1.136,0.436,241.7,5.0,0,1,12,23,7,13
0.256,0.056,240.65,1.2,0,0,0,14,11,0
3.334,0.542,237.77,14.2,0,0,18,4,4,18
1.4,0.126,239.2,5.8,2,2,18,15,1,22
2.472,0.0,240.09,10.4,1,0,21,19,2,22
4.398,0.074,234.21,18.6,36,0,17,13,2,53
